Id,SalePrice
1461,119789.73462463188
1462,168933.05027874868
1463,161086.13606631782
1464,183079.11019139068
1465,237180.8783029582
1466,171895.7583655293
1467,160159.67839835235
1468,161675.84196274166
1469,194151.6667636494
1470,113824.54399301438
1471,166179.32885121487
1472,99349.05201985955
1473,93836.73520151328
1474,148379.18838640998
1475,123864.41720787648
1476,395928.63664286083
1477,293470.3619651284
1478,312437.6238020914
1479,311452.0107641269
1480,449865.21069477143
1481,303792.4324739782
1482,229585.0739387109
1483,184030.73741816662
1484,168223.73703615007
1485,184805.02271960955
1486,201552.57640600894
1487,359295.6474822452
1488,251583.39533931075
1489,222526.88542227173
1490,208460.88691045184
1491,205126.7246571352
1492,104538.43111976786
1493,163653.97929407228
1494,316102.16652714275
1495,309859.4574609328
1496,207203.16122986117
1497,188946.31074352487
1498,159421.9991618982
1499,152621.81206667513
1500,141741.42842049885
1501,162652.07655921846
1502,149029.84477197117
1503,256985.944827748
1504,238913.64822037477
1505,223043.5562048867
1506,195905.7609727008
1507,233254.66361360118
1508,193311.78702800846
1509,162192.40987937068
1510,145008.63961968356
1511,145793.91848683392
1512,173646.54655244917
1513,160304.00991493446
1514,133956.76274946606
1515,192184.2941153844
1516,150106.81721395324
1517,161967.71217314067
1518,142434.16830395936
1519,209577.05569305812
1520,133122.35214258736
1521,137108.57899499923
1522,171560.3461763398
1523,114023.7368535497
1524,144698.17117075974
1525,122077.20294914191
1526,107835.25808320552
1527,102341.88059612238
1528,127470.8214794879
1529,141858.76840082213
1530,182071.48957541597
1531,114837.56433748477
1532,88535.47018575208
1533,159157.30208938732
1534,150205.26299529232
1535,135891.74590517743
1536,102626.53525644125
1537,56778.731390740926
1538,161285.7980447204
1539,195005.56364067222
1540,131736.44284491867
1541,145125.60354531437
1542,133152.5585055523
1543,178260.68240718512
1544,77156.86308738183
1545,118326.82850258751
1546,143119.27881991625
1547,137225.36858739992
1548,153827.65678067223
1549,126549.40908985175
1550,136603.06452838233
1551,113255.05757885776
1552,144198.48078107517
1553,140101.26893948816
1554,117167.32901715586
1555,169295.31526584586
1556,120285.31666162977
1557,96723.80818572859
1558,116068.36909028326
1559,112376.41870250061
1560,123451.5687332626
1561,112658.96336028515
1562,134157.49060574078
1563,118539.91870717195
1564,150108.70227353054
1565,143132.04037561425
1566,224122.44183768134
1567,78220.96376943032
1568,243076.26385274617
1569,135036.70210497707
1570,144024.00234826363
1571,99813.99677570385
1572,129983.70675376616
1573,230478.6422372915
1574,157582.411090607
1575,218238.79710472038
1576,228703.20246762782
1577,197223.92891830116
1578,149058.83548733438
1579,144206.64508855037
1580,191716.85023088037
1581,127656.61007176258
1582,126393.59399641305
1583,262082.30728208087
1584,226813.80396466266
1585,126587.86254131037
1586,62971.559115369586
1587,100881.62713573792
1588,144612.2716459763
1589,110289.3016420308
1590,141684.45209034745
1591,97819.55934617488
1592,115618.36118210072
1593,125437.52242954861
1594,122017.06906315705
1595,121754.13984540591
1596,227737.90601897397
1597,190579.0092213632
1598,223888.49037796806
1599,199053.7960520841
1600,207320.82593561444
1601,32583.555997245887
1602,123338.7769226006
1603,81692.9848542969
1604,245788.38162160385
1605,232625.09304448852
1606,173201.10889723658
1607,201426.90018116584
1608,221723.76971085864
1609,220093.2762854264
1610,159577.78050317868
1611,129871.3054299485
1612,180592.76482438465
1613,165578.55572053962
1614,112681.92825957615
1615,72525.72202632003
1616,79325.90912154311
1617,88564.47358918868
1618,119518.71509443037
1619,134957.72485458042
1620,186784.22328216044
1621,140192.81261802453
1622,157949.26456392434
1623,250478.23802679777
1624,197713.92606000765
1625,135243.3789402855
1626,173162.7885361364
1627,173905.98982181723
1628,248765.20164057496
1629,183275.2190555176
1630,322866.46614040795
1631,263061.31332651986
1632,261494.00882934872
1633,173195.91905102014
1634,173124.9491709721
1635,173156.54828232867
1636,170825.97704155184
1637,175754.1125216143
1638,203504.39668097158
1639,183707.6508965613
1640,241885.9684492859
1641,181413.0972313153
1642,247835.9054773436
1643,241977.74400872755
1644,237135.46836970502
1645,178569.63474672503
1646,152800.5024325287
1647,171523.76154418464
1648,143027.22977815455
1649,130846.9284274379
1650,103615.5952498556
1651,108673.53221362943
1652,99792.48480021639
1653,100308.82141876148
1654,148578.83267528354
1655,141379.915177809
1656,142981.22884176282
1657,153719.53802412967
1658,150348.8984151697
1659,136721.4249835493
1660,140770.04973741595
1661,400935.7208210709
1662,370639.3283952462
1663,385120.2274445621
1664,440172.6515396141
1665,365798.44896559155
1666,292285.87143209873
1667,334701.7929570568
1668,369753.9925358992
1669,306967.4115871206
1670,372108.10286926164
1671,271522.92510224174
1672,370002.26707688294
1673,302044.187069881
1674,283178.555761678
1675,202977.49081799245
1676,197293.92505276014
1677,216138.2324715754
1678,439293.03961323976
1679,335543.1932185429
1680,354849.70928345225
1681,312161.0390018324
1682,284091.38177578576
1683,217336.44470984742
1684,184895.96640159457
1685,174685.65490311562
1686,171371.00136669984
1687,184805.02271960955
1688,196998.11215950258
1689,194917.52778065324
1690,187763.4968023406
1691,179382.18532863236
1692,234842.21077325678
1693,184828.07300124722
1694,164562.4077605576
1695,174771.89739417107
1696,265607.7773951772
1697,175799.6106795183
1698,337601.85707320017
1699,335465.430439223
1700,283513.1921398514
1701,305447.3416496175
1702,256876.82765846147
1703,245669.05380985152
1704,257481.08714445267
1705,230463.51213621744
1706,257608.7083144902
1707,231872.74631144025
1708,219746.78571584396
1709,264784.3970028433
1710,235986.38093775063
1711,241820.4940489545
1712,269276.9464824993
1713,258834.1884000207
1714,227480.02229966497
1715,216334.08535207468
1716,201051.69913882975
1717,192139.026969967
1718,164683.2069081144
1719,214178.65191932456
1720,225128.33964857407
1721,171689.483932267
1722,127980.42995533286
1723,145471.98577451927
1724,233152.36587780266
1725,242979.32568822615
1726,194190.23881233926
1727,161934.14219845657
1728,175336.41644383364
1729,175792.47283642463
1730,155361.7836197802
1731,128733.30343420073
1732,122049.58466081845
1733,122628.44856579241
1734,113889.71932965354
1735,111414.75872124458
1736,108593.41221390414
1737,292453.3427242604
1738,262920.16335244785
1739,256341.7894925131
1740,210486.5375272202
1741,170358.4881110934
1742,161512.03489107103
1743,167701.13243719705
1744,331550.6591591256
1745,255446.30593820597
1746,263330.83630333963
1747,226406.62436341308
1748,229278.95186746487
1749,140213.2135050405
1750,131687.54484864027
1751,224032.36937680235
1752,117815.4514235133
1753,164296.5750023525
1754,193869.17335168907
1755,167725.7243276852
1756,107236.15455216996
1757,115293.62400901358
1758,144234.36746757373
1759,168557.16314878868
1760,163095.98219999118
1761,140353.7264114061
1762,178161.1994079309
1763,181287.549788722
1764,120970.11544743876
1765,175861.39368245556
1766,173367.31024511595
1767,191166.8150558914
1768,131804.1094617501
1769,174489.8192591358
1770,146988.7739264282
1771,125698.44413076699
1772,154277.0773569693
1773,108545.63495151539
1774,166192.9169818914
1775,152870.8113423263
1776,124957.32669036576
1777,127962.03042532431
1778,132467.9617736628
1779,117584.25696849747
1780,152327.26539803078
1781,131995.36898553665
1782,75912.45670432746
1783,137228.30277467487
1784,74575.25029081717
1785,140340.3929048449
1786,173116.48178945735
1787,167019.4046558972
1788,25260.601700271072
1789,112149.55480458093
1790,51850.18504876977
1791,202531.00840687746
1792,162369.21628850378
1793,133774.5184743425
1794,149405.64645554463
1795,140589.59809150978
1796,141292.0099100747
1797,132809.2926639123
1798,125495.1796989775
1799,104696.13919379146
1800,125917.40356654042
1801,109338.48144741444
1802,141795.884654942
1803,172514.54350286935
1804,131941.4786912578
1805,138751.48691240582
1806,142536.98628749672
1807,136125.20978123
1808,120732.72321245435
1809,108499.08248040406
1810,123172.08982539296
1811,99480.79337691629
1812,106655.89114482756
1813,120982.99813855541
1814,83685.36017174463
1815,35852.660436520004
1816,96333.12760096049
1817,125894.39899358564
1818,174275.54782158005
1819,148958.91750221452
1820,66127.30185863115
1821,101927.29543005652
1822,156601.96772141452
1823,39287.463776390534
1824,152671.48302137217
1825,142660.86702489186
1826,113903.63990233213
1827,106195.98067314856
1828,135037.54449467696
1829,146687.59737756313
1830,154906.77502556765
1831,159797.75918635094
1832,101444.95158013215
1833,155292.0791220458
1834,138912.03766745882
1835,115238.7234894271
1836,142611.31076013666
1837,85315.06956349543
1838,91260.43114657511
1839,105315.4342187767
1840,120471.9288585835
1841,120500.1194051496
1842,101650.78598897121
1843,132244.89928123177
1844,162451.79953585137
1845,160032.45741778653
1846,153038.87234194795
1847,189126.9646622258
1848,60566.828267572506
1849,127068.93700275829
1850,119832.63515356046
1851,142000.3835998935
1852,123289.19712850492
1853,109573.59661043837
1854,173432.04939909733
1855,178702.15403258064
1856,217357.1607218292
1857,119636.2058156328
1858,160683.29706363758
1859,120420.77086667353
1860,156183.8194561268
1861,119367.88276457906
1862,245511.12983256415
1863,234812.57931997319
1864,234812.57931997319
1865,340540.94572209247
1866,323922.3386588325
1867,233577.8388361159
1868,245079.21507795755
1869,202066.25721215835
1870,219424.68700940115
1871,232907.1847712121
1872,174040.83221086394
1873,260399.6651587921
1874,150897.1276421534
1875,199852.60262604806
1876,182249.3737488545
1877,208440.03868717898
1878,196998.69237187612
1879,133495.90026833295
1880,129765.90657292621
1881,238822.01868364977
1882,244613.7203914894
1883,205195.26574867577
1884,216236.79546008958
1885,207953.28808313972
1886,242525.70628592593
1887,203100.96571987504
1888,238359.32133133622
1889,172367.40555984425
1890,120735.08916142097
1891,107796.5164440803
1892,115452.14099084269
1893,128228.85068363388
1894,134167.06242641178
1895,147070.21775210177
1896,118785.83312768527
1897,113416.93586081418
1898,82611.26264950266
1899,175296.98647250023
1900,157949.37700136684
1901,194711.4515892499
1902,175967.4313578349
1903,220746.7534763168
1904,131447.27306080362
1905,207220.87048932433
1906,174710.55827148422
1907,228840.68768099905
1908,114483.62558560437
1909,142163.94071691998
1910,124825.08872820364
1911,221483.54826049885
1912,283028.0323329974
1913,145952.76682895966
1914,45046.74133629164
1915,328569.66210140986
1916,26363.496592917378
1917,237313.63748433779
1918,141923.89848088293
1919,150643.52687436435
1920,169057.3408642028
1921,362117.6225281702
1922,339676.7230321245
1923,234831.89669295232
1924,225220.6409082844
1925,224806.01301302138
1926,360056.44262643316
1927,139448.11980482689
1928,170641.94054256927
1929,120600.59393889518
1930,144008.07381154032
1931,140666.6072751219
1932,136854.38977667387
1933,181390.7649400052
1934,172318.728907719
1935,159892.70555979462
1936,172601.94971529103
1937,183259.67271610585
1938,170465.29287789384
1939,287813.7382458469
1940,237180.8783029582
1941,160270.4648358501
1942,179734.50205111128
1943,255103.21605413384
1944,344745.42451435246
1945,398543.37899069046
1946,138693.6378194259
1947,220770.5722879527
1948,164143.914938144
1949,236312.0476442144
1950,179669.78229079122
1951,250047.68389883637
1952,219165.5573339025
1953,169312.81873701903
1954,197894.16726503885
1955,134185.29470520926
1956,278071.0536544419
1957,171665.82579457457
1958,253305.5793465
1959,140170.44013783179
1960,103788.56963444693
1961,126195.8126219007
1962,99792.48480021639
1963,102276.96277535759
1964,103800.1723607073
1965,145255.75476207605
1966,146493.69578501617
1967,294634.72303478495
1968,349062.9526721203
1969,375483.3181363408
1970,357042.1307928253
1971,424256.49457830994
1972,345952.57760673313
1973,325252.0997006245
1974,321776.9257407747
1975,442490.26561841974
1976,277962.5880515792
1977,318633.93861933076
1978,328256.901100631
1979,360434.4718624282
1980,220711.41197612387
1981,358548.9371020011
1982,229177.54272871057
1983,229177.54272871057
1984,205174.34512784108
1985,192395.285716626
1986,198849.76751901896
1987,212617.26828749658
1988,176283.4987900709
1989,199377.9229916833
1990,213469.82539861344
1991,228411.30259258777
1992,199492.47106017455
1993,182337.82705291043
1994,214962.82084955124
1995,185942.55198054595
1996,297029.7216241804
1997,339238.8388951887
1998,323504.15853919764
1999,298591.16809271404
2000,336967.2129059223
2001,288498.6991773192
2002,231361.8640443327
2003,253259.6826768847
2004,261850.25286502508
2005,221667.39508283866
2006,241524.52659986215
2007,249247.2020658225
2008,215502.47998079672
2009,195688.2443683904
2010,200268.50612994537
2011,144767.7303610885
2012,194757.77215880417
2013,188857.77100283635
2014,192020.965583872
2015,228063.00138236367
2016,196841.73790889815
2017,208082.99699599465
2018,107433.51583604104
2019,121133.32757437928
2020,95861.82249740558
2021,107774.83477940792
2022,209453.24321510532
2023,150478.67417730784
2024,292832.1954788
2025,355860.9342890136
2026,179632.01891127974
2027,146818.70771229465
2028,162785.7803333695
2029,145214.9183278597
2030,248243.10587696434
2031,209134.93775465045
2032,238218.59289529966
2033,243039.2174966996
2034,169373.69165185338
2035,210752.6140158711
2036,187658.0917873238
2037,188663.12133932303
2038,333748.60820684023
2039,237158.20771233167
2040,330051.99500844436
2041,323070.88633865234
2042,209458.15306709398
2043,171609.19442655548
2044,174671.25118216296
2045,221113.00840937445
2046,151164.0450476503
2047,131324.21239811016
2048,128776.84572397772
2049,161868.67727145087
2050,179122.23426008067
2051,102580.97646745661
2052,127071.40138774656
2053,142136.65488887974
2054,78378.30095352458
2055,153563.26911071895
2056,141189.82612398523
2057,115580.78372998745
2058,195682.17323332344
2059,133490.2832148868
2060,163857.7440478733
2061,162945.25517343497
2062,131682.66371895856
2063,117387.82069969148
2064,143570.70821045135
2065,146470.21364546032
2066,180930.68656406604
2067,140225.759875198
2068,158708.1843754541
2069,76951.29696416223
2070,109416.74203933496
2071,83966.30423290262
2072,153247.60373350195
2073,119679.62804762195
2074,161840.52918291284
2075,145227.13468464153
2076,112963.84272722382
2077,146863.2582015431
2078,125677.31341036977
2079,140521.70226354944
2080,117009.92581963414
2081,135995.5366551416
2082,129517.25396484538
2083,148175.33771570356
2084,109360.94312382289
2085,125227.06111622768
2086,105081.17973848205
2087,112112.07828125163
2088,106176.416730439
2089,94221.34367415973
2090,131844.02761568502
2091,86928.48188847286
2092,120291.60802300088
2093,136164.68863764036
2094,137785.3947631628
2095,154082.6714038248
2096,80898.9139567497
2097,93621.04296393492
2098,148502.85782262983
2099,20452.57116599987
2100,86993.16350299091
2101,113402.25268446814
2102,130919.47511512923
2103,94196.26651624852
2104,145292.17580407165
2105,116631.48385572815
2106,46616.95326971178
2107,195029.94712752217
2108,139102.48538400207
2109,108646.8406831926
2110,110787.234255949
2111,163129.76052116047
2112,148751.07586277035
2113,125763.79219625815
2114,97940.57960539105
2115,175336.15688565365
2116,120447.25065194597
2117,161091.54827391365
2118,145524.56033225253
2119,123079.35483784435
2120,100598.00844384165
2121,84640.2949422877
2122,110904.63594579045
2123,101065.5284848586
2124,192706.79459165625
2125,141691.3561957367
2126,177031.5394920389
2127,158687.51155907265
2128,131997.13958896315
2129,93293.57123674738
2130,129121.22734277975
2131,150929.08649106216
2132,108706.70661351574
2133,125011.80944987823
2134,112734.33203276538
2135,60324.540748601605
2136,50207.76601584883
2137,104310.7846061151
2138,130752.0192289075
2139,153392.6088894165
2140,137856.66720769988
2141,162371.02531093452
2142,132686.98556771927
2143,164177.94049653978
2144,126047.24177157297
2145,123773.30371892735
2146,156635.56139990772
2147,161523.02775680274
2148,143557.01581310766
2149,151992.14458593886
2150,221037.0318041228
2151,133272.21998385005
2152,145414.42920269968
2153,156553.68180931
2154,93704.79722121131
2155,133461.81303315394
2156,257969.64124637865
2157,220433.59046661737
2158,252636.66401658603
2159,228475.78124775208
2160,196753.63564611145
2161,241860.40067090146
2162,319396.1213419125
2163,333840.5819625067
2164,247353.4965889948
2165,176085.9383687735
2166,153603.32200747303
2167,204982.06555991367
2168,191723.81911315737
2169,200643.9927456761
2170,213684.0185690994
2171,143897.48019705896
2172,133338.82860628483
2173,172241.12209836434
2174,232068.73000566248
2175,267647.33879378875
2176,271094.17450073926
2177,264799.5036281277
2178,220383.94486517733
2179,126809.57893148877
2180,191854.2577962343
2181,205109.12568016548
2182,224790.2658993986
2183,204794.0030032271
2184,115068.41133357331
2185,110996.31633732622
2186,148432.78552774957
2187,163316.03726128908
2188,147022.27045489708
2189,275259.9433398798
2190,83621.65931252867
2191,58177.44554884493
2192,63442.55405797696
2193,106915.11886184182
2194,87791.28934793652
2195,100685.99129502097
2196,95394.26820222201
2197,114361.0515900212
2198,157937.47889817876
2199,134131.63697857395
2200,143823.98123625468
2201,157507.77275238733
2202,208534.18494332104
2203,186882.20545133698
2204,218283.40068013046
2205,139277.7698172471
2206,160087.48014284892
2207,260158.02746997244
2208,227851.9332890663
2209,225058.1576947032
2210,128128.4498731753
2211,106642.69479340815
2212,117944.30248248528
2213,97869.60762943211
2214,130830.70342422987
2215,90684.55462827181
2216,156153.1977463959
2217,56939.24302859238
2218,59364.42090804076
2219,63896.577561352475
2220,63210.86350122478
2221,329892.00707537285
2222,260631.06609676528
2223,256056.2378371841
2224,214851.61163555906
2225,127399.87265241132
2226,164203.3121285277
2227,189825.00981178755
2228,252522.05886107875
2229,257137.36470511352
2230,166732.8339109547
2231,236485.12212752918
2232,194481.04094354445
2233,194769.7823432225
2234,232156.06896073453
2235,219032.07108628837
2236,258570.39410862228
2237,277909.0519630835
2238,193649.4064831199
2239,106507.24573863135
2240,127388.62742484506
2241,147001.9927671459
2242,120577.96861783479
2243,122822.71905255038
2244,89544.41879947734
2245,83897.7151952618
2246,145370.6795189944
2247,98175.73770588398
2248,116051.12770639523
2249,128146.38291623574
2250,128318.23963430463
2251,118736.49148087887
2252,181787.48363945616
2253,163743.97106948626
2254,187576.65277677434
2255,167868.42997876546
2256,187944.20650816962
2257,205834.23776005753
2258,184663.39279977494
2259,183879.48364402645
2260,162839.9842770855
2261,213932.94064289113
2262,238453.89335139794
2263,342697.0614661695
2264,425059.70779489615
2265,157833.79506061983
2266,296083.4015707377
2267,332628.91331048234
2268,425116.59170822316
2269,155030.17308682576
2270,181631.46196878966
2271,212989.03350120105
2272,202391.48701555232
2273,163261.7150484498
2274,165639.06934832776
2275,172363.57497300778
2276,199261.11977662845
2277,175259.18705087632
2278,153500.3718048329
2279,154259.6775489986
2280,91735.06357826671
2281,157579.58514455473
2282,164458.1166928395
2283,105383.05213463056
2284,145008.1926375685
2285,143075.16914779696
2286,126048.54778591669
2287,374288.2360651569
2288,299774.0915609064
2289,329714.41169237986
2290,423693.90967005835
2291,341023.2165838138
2292,397620.8470184351
2293,430901.39061508916
2294,377817.40079193696
2295,460772.67036951956
2296,311144.92498848797
2297,363490.90941414644
2298,392013.8298110576
2299,364073.0173089377
2300,306475.96912797005
2301,306543.219024225
2302,270945.3633264685
2303,280367.9940863531
2304,296145.05194186186
2305,208816.78575261243
2306,196543.7156316001
2307,202484.7214929276
2308,237745.31093705358
2309,320472.0295318698
2310,240346.83627325878
2311,217336.44470984742
2312,192932.30402268292
2313,176745.6594891759
2314,198213.55198160856
2315,188801.60358649312
2316,197507.90604489652
2317,182516.0204067244
2318,189642.52011900095
2319,197896.9411082942
2320,204487.35674088693
2321,211081.64701003442
2322,213959.83543986504
2323,191019.40757279668
2324,171373.8921668527
2325,223532.28934701835
